91	01001	------------	-----------#	-----------#	-----------#
92	01001	-----------#	-----------#	-----------#	-----------#
93	01001	-----------#	-----------#	-----------#	-----------#
94	01001	-----------#	-----------#	-----------#	-----------#
95	01001	-----------#	-----------#	-----------#	-----------#
96	01001	-----------#	-----------#	-----------#	-----------#
97	01001	-----------#	-----------#	-----------#	-----------#
98	01001	-----------#	-----------#	-----------#	-----------#
99	01001	-----------#	-----------#	-----------#	-----------#
100	01001	-----------#	-----------#	-----------#	-----------#
101	01001	-----------#	-----------#	-----------#	-----------#
102	01001	-----------#	-----------#	-----------#	-----------#
103	01001	-----------#	-----------#	-----------#	-----------#
104	01001	-----------#	-----------#	-----------#	-----------#
105	01011	-----------#	-----------#	-----------#	-----------#
106	01011	-----------#	-----------#	-----------#	-----------#
107	01011	-----------#	-----------#	-----------#	-----------#
108	01011	-----------#	-----------#	-----------#	-----------#
109	01011	-----------#	-----------#	-----------#	-----------#
110	01011	-----------#	-----------#	-----------#	-----------#
111	01011	-----------#	-----------#	-----------#	-----------#
112	01011	-----------#	-----------#	-----------#	-----------#
113	01001	-----------#	-----------#	-----------#	-----------#
114	01001	-----------#	-----------#	-----------#	-------###-#
115	01001	-----------#	-----------#	-------###-#	-------###-#
116	01001	-----------#	-----------#	-------###-#	-------###-#
117	01011	-----------#	-------###-#	-------###-#	-----------#
118	01011	-------###-#	-------###-#	-----------#	-----------#
119	01011	-------###-#	-------###-#	-----------#	-----------#
120	01011	-------###-#	-----------#	-----------#	------?----#
121	01011	-----------#	-----------#	------?----#	-----------#
122	01011	-----------#	-----------#	------?----#	-----------#
123	01011	-----------#	------?----#	-----------#	--------##-#
124	01001	------?----#	-----------#	--------##-#	--------##-#
125	01001	------?----#	-----------#	--------##-#	--------##-#
126	01001	-----------#	--------##-#	--------##-#	-----------#
127	01001	--------##-#	--------##-#	-----------#	-----------#
128	01001	--------##-#	--------##-#	-----------#	-----------#
129	00000	--------##-#	-----------#	-----------#	-----------#
130	00000	-----------#	-----------#	-----------#	-----------#
131	00000	-----------#	-----------#	-----------#	-----------#
132	01001	-----------#	-----------#	-----------#	-----------#
133	01001	-----------#	-----------#	-----------#	-----------#
134	01001	-----------#	-----------#	-----------#	-----------#
135	01001	-----------#	-----------#	-----------#	-----------#
136	01001	-----------#	-----------#	-----------#	-----------#
137	01001	-----------#	-----------#	-----------#	-----------#
138	01010	-----------#	-----------#	-----------#	-----------#
139	01011	-----------#	-----------#	-----------#	-----------#
140	01011	-----------#	-----------#	-----------#	-----------#
141	10011	-----------#	-----------#	-----------#	-----------#
142	10011	-----------#	-----------#	-----------#	-----------#
143	01011	-----------#	-----------#	-----------#	-------###-#
144	01010	-----------#	-----------#	-----------#	-------###-#
145	01001	-----------#	-----------#	-----------#	-------###-#
146	01001	-----------#	-----------#	-------###-#	-------###-#
147	01001	-----------#	-----------#	-------###-#	-------###-#
148	01001	-----------#	-----------#	-------###-#	-------###-#
149	01001	-----------#	-------###-#	-------###-#	-----------#
150	01011	-----------#	-------###-#	-------###-#	-----------#
151	01011	-------###-#	-------###-#	-----------#	-----------#
152	01011	-------###-#	-----------#	-----------#	-----------#
153	01011	-------###-#	-----------#	-----------#	-----------#
154	01011	-----------#	-----------#	-----------#	-----------#
155	01001	-----------#	-----------#	-----------#	-----------#
156	01001	-----------#	-----------#	-----------#	-----------#
157	01001	-----------#	-----------#	-----------#	-----------#
158	01001	-----------#	-----------#	-----------#	-----------#
159	01001	-----------#	-----------#	-----------#	-----------#
160	01001	-----------#	-----------#	-----------#	-----------#
161	01001	-----------#	-----------#	-----------#	-----------#
162	01001	-----------#	-----------#	-----------#	-------###-#
163	01001	-----------#	-----------#	-----------#	-------###-#
164	01001	-----------#	-----------#	-------###-#	-------###-#
165	01001	-----------#	-----------#	-------###-#	-------###-#
166	01011	-----------#	-------###-#	-------###-#	-----------#
167	01011	-------###-#	-------###-#	-----------#	-----------#
168	01011	-------###-#	-------###-#	-----------#	-----------#
169	01001	-------###-#	-----------#	-----------#	-----------#
170	01001	-----------#	-----------#	-----------#	-----------#
171	01001	-----------#	-----------#	-----------#	-----------#
172	01001	-----------#	-----------#	-----------#	-----------#
173	01001	-----------#	-----------#	-----------#	-----------#
174	01001	-----------#	-----------#	-----------#	-----------#
175	01001	-----------#	-----------#	-----------#	-----------#
176	01001	-----------#	-----------#	-----------#	-----------#
177	01001	-----------#	-----------#	-----------#	-----------#
178	01001	-----------#	-----------#	-----------#	-----------#
179	01001	-----------#	-----------#	-----------#	---------#-#
180	01001	-----------#	-----------#	---------#-#	---------#-#
181	01001	-----------#	-----------#	---------#-#	---------#-#
182	01001	-----------#	---------#-#	---------#-#	-----------#
183	01001	---------#-#	---------#-#	-----------#	-----------#
184	01001	---------#-#	---------#-#	-----------#	-----------#
185	01001	---------#-#	-----------#	-----------#	-----------#
186	01001	-----------#	-----------#	-----------#	-----------#
187	01001	-----------#	-----------#	-----------#	-----------#
188	01001	-----------#	-----------#	-----------#	-----------#
189	01001	-----------#	-----------#	-----------#	-----------#
190	01001	-----------#	-----------#	-----------#	-----------#
191	01001	-----------#	-----------#	-----------#	-----------#
192	01001	-----------#	-----------#	-----------#	-----------#
193	01001	-----------#	-----------#	-----------#	-----------#
194	01001	-----------#	-----------#	-----------#	-----------#
195	01001	-----------#	-----------#	-----------#	-----------#
196	01001	-----------#	-----------#	-----------#	-----------#
197	01011	-----------#	-----------#	-----------#	-----------#
198	01011	-----------#	-----------#	-----------#	-----------#
199	01011	-----------#	-----------#	-----------#	-----------#
200	01011	-----------#	-----------#	-----------#	-----------#
201	01011	-----------#	-----------#	-----------#	-----------#
202	01011	-----------#	-----------#	-----------#	-----------#
203	01000	-----------#	-----------#	-----------#	-----------#
204	01001	-----------#	-----------#	-----------#	-----------#
205	01001	-----------#	-----------#	-----------#	-----------#
206	01001	-----------#	-----------#	-----------#	-----------#
207	01001	-----------#	-----------#	-----------#	-----------#
208	01001	-----------#	-----------#	-----------#	-----------#
209	01000	-----------#	-----------#	-----------#	-----------#
210	01001	-----------#	-----------#	-----------#	-----------#
211	01001	-----------#	-----------#	-----------#	-----------#
212	01001	-----------#	-----------#	-----------#	-----------#
213	01011	-----------#	-----------#	-----------#	-----------#
214	01011	-----------#	-----------#	-----------#	-----------#
215	01011	-----------#	-----------#	-----------#	-----------#
216	01011	-----------#	-----------#	-----------#	--------##-#
217	01001	-----------#	-----------#	-----------#	--------##-#
218	01001	-----------#	-----------#	--------##-#	--------##-#
219	01001	-----------#	--------##-#	--------##-#	-----------#
220	01001	-----------#	--------##-#	--------##-#	-----------#
221	01001	--------##-#	--------##-#	-----------#	-----------#
222	01001	--------##-#	-----------#	-----------#	-----------#
223	01001	--------##-#	-----------#	-----------#	-----------#
224	01001	-----------#	-----------#	-----------#	-----------#
225	01001	-----------#	-----------#	-----------#	-----------#
226	01001	-----------#	-----------#	-----------#	-----------#
227	01011	-----------#	-----------#	-----------#	-----------#
228	01011	-----------#	-----------#	-----------#	-----------#
229	01011	-----------#	-----------#	-----------#	-----------#
230	01011	-----------#	-----------#	-----------#	-----------#
231	01011	-----------#	-----------#	-----------#	-----------#
232	01011	-----------#	-----------#	-----------#	-----------#
233	01011	-----------#	-----------#	-----------#	-----------#
234	01011	-----------#	-----------#	-----------#	-----------#
235	01001	-----------#	-----------#	-----------#	-----------#
236	01001	-----------#	-----------#	-----------#	-------#####
237	01001	-----------#	-----------#	-------#####	---?-------#
238	01011	-----------#	-----------#	-------#####	---?-------#
239	01011	-----------#	-------#####	---?-------#	---?-------#
240	01001	-------#####	---?-------#	---#-------#	---?-------#
241	01001	-------#####	---?-------#	---#-------#	---?-------#
242	01001	---?-------#	---#-------#	---?-------#	---?-------#
243	01001	---#-------#	---?-------#	---?-------#	---?---?---#
244	01001	---#-------#	---?-------#	---?-------#	---?---?---#
245	01011	---?-------#	---?-------#	---?---?---#	---?-------#
246	01001	---?-------#	---?---?---#	---?-------#	---?-------#
247	01001	---?-------#	---?---?---#	---?-------#	---?-------#
248	01001	---?---?---#	---?-------#	---#-------#	---?-------#
249	01001	---?-------#	---#-------#	---?-------#	-----------#
250	01001	---#-------#	---?-------#	-----------#	-------#####
251	01001	---#-------#	---?-------#	-----------#	-------#####
252	01001	---?-------#	-----------#	-------#####	-----------#
253	01011	-----------#	-------#####	-----------#	-----------#
254	01001	-----------#	-------#####	-----------#	-----------#
255	01001	-------#####	-----------#	-----------#	-----------#
256	01001	-----------#	-----------#	-----------#	-----------#
257	01001	-----------#	-----------#	-----------#	-----------#
258	01001	-----------#	-----------#	-----------#	-----------#
259	01001	-----------#	-----------#	-----------#	------------
260	01001	-----------#	-----------#	-----------#	------------
261	01001	-----------#	-----------#	------------	-----------#
262	01001	-----------#	------------	-----------#	------------
263	01001	-----------#	------------	-----------#	------------
264	01001	------------	-----------#	------------	-----------#
265	01001	-----------#	------------	-----------#	-----------#
266	01001	-----------#	------------	-----------#	-----------#
267	01011	------------	-----------#	-----------#	------------
268	01011	-----------#	-----------#	------------	-----------#
269	01011	-----------#	-----------#	------------	-----------#
270	01011	-----------#	------------	-----------#	------------
271	01011	------------	-----------#	------------	-----------#
272	01011	-----------#	------------	-----------#	-----------#
273	01011	-----------#	------------	-----------#	-----------#
274	01001	------------	-----------#	-----------#	------------
275	01001	-----------#	-----------#	------------	-----------#
276	01001	-----------#	-----------#	------------	-----------#
277	01001	-----------#	------------	-----------#	-----------#
278	01001	------------	-----------#	-----------#	-----------#
279	01001	------------	-----------#	-----------#	-----------#
280	01001	-----------#	-----------#	-----------#	-----------#
281	01001	-----------#	-----------#	-----------#	------?----#
282	01001	-----------#	-----------#	-----------#	------?----#
283	01001	-----------#	-----------#	------?----#	------?----#
284	01001	-----------#	------?----#	------?----#	------?----#
285	01001	-----------#	------?----#	------?----#	------?----#
286	01001	------?----#	------?----#	------?----#	------?----#
287	01001	------?----#	------?----#	------?----#	------?----#
288	01011	------?----#	------?----#	------?----#	------?----#
289	01011	------?----#	------?----#	------?----#	------?----#
290	01011	------?----#	------?----#	------?----#	------?----#
291	01001	------?----#	------?----#	------?----#	------?----#
292	01001	------?----#	------?----#	------#----#	------?----#
293	01001	------?----#	------#----#	------?----#	-----------#
294	01001	------#----#	------?----#	-----------#	-----------#
295	01001	------#----#	------?----#	-----------#	-----------#
296	01001	------?----#	-----------#	-----------#	-----------#
297	01001	-----------#	-----------#	-----------#	-----------#
298	01001	-----------#	-----------#	-----------#	-----------#
299	01001	-----------#	-----------#	-----------#	-----------#
300	01001	-----------#	-----------#	-----------#	------------
301	01011	-----------#	-----------#	-----------#	------------
302	01001	-----------#	-----------#	------------	-----------#
303	01001	-----------#	------------	-----------#	------------
304	01001	-----------#	------------	-----------#	------------
305	01001	------------	-----------#	------------	-----------#
306	01001	-----------#	------------	-----------#	------------
307	01001	-----------#	------------	-----------#	------------
308	01001	------------	-----------#	------------	-----------#
309	01001	-----------#	------------	-----------#	-----------#
310	01001	-----------#	------------	-----------#	-----------#
311	01011	------------	-----------#	-----------#	-----------#
312	01011	-----------#	-----------#	-----------#	-----------#
313	01011	-----------#	-----------#	-----------#	-----------#
314	01011	-----------#	-----------#	-----------#	-----------#
315	01001	-----------#	-----------#	-----------#	-----------#
316	01001	-----------#	-----------#	-----------#	-----------#
317	01001	-----------#	-----------#	-----------#	-----------#
318	01001	-----------#	-----------#	-----------#	-----------#
319	01001	-----------#	-----------#	-----------#	---------###
320	01001	-----------#	-----------#	-----------#	---------###
321	01001	-----------#	-----------#	---------###	-----------#
322	01001	-----------#	---------###	-----------#	-----------#
323	01001	-----------#	---------###	-----------#	-----------#
324	01001	---------###	-----------#	-----------#	-----------#
325	01001	-----------#	-----------#	-----------#	-----------#
326	01001	-----------#	-----------#	-----------#	-----------#
327	01001	-----------#	-----------#	-----------#	-----------#
328	01001	-----------#	-----------#	-----------#	-----------#
329	01001	-----------#	-----------#	-----------#	-----------#
330	01001	-----------#	-----------#	-----------#	-----------#
331	01001	-----------#	-----------#	-----------#	-----------#
332	01001	-----------#	-----------#	-----------#	-----------#
333	01001	-----------#	-----------#	-----------#	-----------#
334	01001	-----------#	-----------#	-----------#	-----------#
335	01001	-----------#	-----------#	-----------#	-----------#
336	01011	-----------#	-----------#	-----------#	------------
337	01001	-----------#	-----------#	------------	------------
338	01001	-----------#	------------	------------	------------
339	01001	-----------#	------------	------------	------------
340	01001	------------	------------	------------	------------
341	01001	------------	------------	------------	------------
342	01001	------------	------------	------------	------------
343	01001	------------	------------	------------	------------
344	01001	------------	------------	------------	-----------#
345	01001	------------	------------	------------	-----------#
346	01001	------------	------------	-----------#	-----------#
347	01001	------------	-----------#	-----------#	-----------#
348	01001	------------	-----------#	-----------#	-----------#
349	01001	-----------#	-----------#	-----------#	-----------#
350	01011	-----------#	-----------#	-----------#	-----------#
351	01011	-----------#	-----------#	-----------#	-----------#
352	01011	-----------#	-----------#	-----------#	-----------#
353	01011	-----------#	-----------#	-----------#	-----------#
354	01011	-----------#	-----------#	-----------#	-----------#
355	01011	-----------#	-----------#	-----------#	-----------#
356	01011	-----------#	-----------#	-----------#	-----------#
357	01001	-----------#	-----------#	-----------#	-----------#
358	01001	-----------#	-----------#	-----------#	-----------#
359	01000	-----------#	-----------#	-----------#	------------
360	01001	-----------#	-----------#	-----------#	------------
361	01001	-----------#	-----------#	------------	--------####
362	00000	-----------#	------------	--------####	--------####
363	10001	-----------#	------------	--------####	--------####
364	01001	------------	--------####	--------####	------------
365	01000	------------	--------####	--------####	------------
